"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","DECADES"
37408,2006,"CA","USF","PNF","SAGE","00000371","2006/06/25 00:00:00+00","2006/07/03 00:00:00+00",1,1,1,16.787872,2000
37409,2006,"CA","USF","PNF","HUNGRY","00000371","2006/06/25 00:00:00+00","2006/07/12 00:00:00+00",1,1,1,512.32587,2000
37410,2006,"CA","USF","PNF","BOULDER","00000371","2006/06/25 00:00:00+00","2006/07/12 00:00:00+00",1,1,1,2919.2625,2000
37411,2006,"CA","USF","MNF","HUNTER","00000894","2006/07/24 00:00:00+00","2006/09/07 00:00:00+00",1,2,1,16234.268,2000
37423,2006,"CA","USF","MNF","YOLLA BOLLY COMPLEX","00000705","2006/06/26 00:00:00+00","2006/11/27 00:00:00+00",1,7,2,1246.9165,2000
37424,2006,"CA","USF","MNF","SOLDIER","00000897","2006/07/24 00:00:00+00","2006/07/26 00:00:00+00",1,7,1,13.892757,2000
37425,2006,"CA","USF","SQF","MAGGIE","00210006","2006/07/09 00:00:00+00","2006/12/11 00:00:00+00",1,1,2,2097.8872,2000
37426,2006,"CA","USF","SQF","TAMARACK WFU","00210606","2006/07/09 00:00:00+00","2006/12/11 00:00:00+00",1,1,2,4655.9019,2000
37427,2006,"CA","USF","SQF","BRODER/BECK WFU","00002511","2006/07/26 00:00:00+00","2006/09/29 00:00:00+00",1,1,2,3492.2446,2000
37428,2006,"CA","USF","SRF","SOMES","00000997","2006/07/24 00:00:00+00","2006/10/18 00:00:00+00",1,7,1,15506.201,2000
37429,1960,"CA","CDF","SNU"," ","00000000","","",14,NA,NA,1199.4482,1960
37430,2006,"CA","USF","SRF","BUCK","00000997","2006/07/24 00:00:00+00","2006/08/16 00:00:00+00",1,2,1,422.06192,2000
37431,2006,"CA","USF","SRF","OLSON","00000000","2006/08/16 00:00:00+00","2006/08/16 00:00:00+00",2,1,1,40.89806,2000
37432,2006,"CA","USF","SRF","PANTHER","00000999","2006/07/24 00:00:00+00","2006/08/12 00:00:00+00",1,1,1,904.73639,2000
37433,2006,"CA","USF","SNF","CLYDE","00000000","2006/08/09 00:00:00+00","2006/12/04 00:00:00+00",1,8,2,21.478361,2000
37434,2006,"CA","USF","LNF","PHILBROOK","00000000","2006/08/29 00:00:00+00","2006/08/30 00:00:00+00",4,1,1,24.146811,2000
37435,2006,"CA","USF","LPF","RANCHO 2","00000000","2006/08/03 00:00:00+00","2006/08/03 00:00:00+00",2,2,1,183.24101,2000
37436,2006,"CA","USF","LPF","SCOTT","00001450","2006/07/23 00:00:00+00","2006/08/01 00:00:00+00",1,2,1,751.07269,2000
37437,2006,"CA","USF","LPF","DAY","00002023","2006/09/04 00:00:00+00","2006/10/30 00:00:00+00",5,2,1,161815.66,2000
37438,2006,"CA","USF","MDF","BLUE 2","00000000","2006/07/25 00:00:00+00","2006/08/04 00:00:00+00",1,6,NA,25.372915,2000
37439,2006,"CA","USF","MDF","SAGEBRUSH","00000000","2006/08/07 00:00:00+00","2006/08/09 00:00:00+00",1,6,NA,52.084488,2000
37440,2006,"CA","USF","MNF","KINGSLEY COMPLEX","00000897","2006/07/25 00:00:00+00","2006/08/09 00:00:00+00",1,6,1,557.92072,2000
37441,2006,"CA","USF","MNF","MINNIE","00000897","2006/07/25 00:00:00+00","2006/07/27 00:00:00+00",1,6,1,4.8014436,2000
37442,2006,"CA","USF","BDF","RAMP","00007189","2006/07/22 00:00:00+00","2006/07/23 00:00:00+00",2,8,1,413.82434,2000
37443,2006,"CA","USF","BDF","CRAB","00000000","2006/07/16 00:00:00+00","2006/07/16 00:00:00+00",1,8,NA,11.693972,2000
37444,2006,"CA","USF","BDF","SPILLWAY","00000000","2006/07/07 00:00:00+00","2006/07/08 00:00:00+00",9,8,1,27.184633,2000
37445,2006,"CA","CDF","RRU","ESPERANZA","00091190","2006/10/26 00:00:00+00","2006/10/30 00:00:00+00",7,2,1,40176.801,2000
37446,2006,"CA","CDF","RRU","SUNRISE #2","00087499","2006/10/13 00:00:00+00","2006/10/14 00:00:00+00",9,8,1,500.01031,2000
37447,2006,"CA","USF","BDF","SPRINGS","00000000","2006/07/18 00:00:00+00","2006/07/18 00:00:00+00",7,8,1,18.169397,2000
37448,2006,"CA","USF","BDF","OAK 2","00007258","2006/07/22 00:00:00+00","2006/07/25 00:00:00+00",1,2,1,283.21228,2000
37449,2006,"CA","USF","LPF","CANYON","00000000","2006/06/25 00:00:00+00","2006/06/25 00:00:00+00",1,4,NA,28.633427,2000
37450,2006,"CA","CDF","SCU","MIDWAY","00004345","2006/07/11 00:00:00+00","2006/07/12 00:00:00+00",11,1,1,5540.2739,2000
37451,2006,"CA","CDF","SCU","DEL PUERTO","00004033","2006/06/30 00:00:00+00","2006/07/05 00:00:00+00",5,8,1,2592.9785,2000
37452,2006,"CA","CDF","SCU","CANYON","00004303","2006/07/09 00:00:00+00","2006/08/01 00:00:00+00",14,2,1,34217.516,2000
37453,2006,"CA","CDF","SCU","STUHR","00003133","2006/05/26 00:00:00+00","2006/05/26 00:00:00+00",10,6,1,905.31195,2000
37454,1959,"CA","CDF","SNU"," ","00000000","","",14,NA,NA,2898.3643,1950
37466,1959,"CA","CDF","SNU"," ","00000000","","",14,NA,NA,1122.2374,1950
37561,1953,"CA","USF","ANF","?HOG?","00000000","1953/08/25 00:00:01+00","",14,NA,1,127.57473,1950
37562,1957,"CA","USF","ANF","PARADISE","00000000","1957/06/17 00:00:01+00","",14,NA,1,282.1265,1950
37563,1956,"CA","USF","ANF","?JOLLEY?","00000000","1956/06/25 00:00:01+00","",14,NA,1,377.10272,1950
37564,1959,"CA","USF","ANF","?KING?","00000000","1959/03/21 00:00:01+00","",14,NA,1,70.834969,1950
37565,1951,"CA","USF","ANF","LIMEKILN","00000000","1951/03/24 00:00:01+00","",14,NA,1,72.897598,1950
37566,1951,"CA","USF","ANF","BART","00000000","1951/07/24 00:00:01+00","",14,NA,1,54.425583,1950
37567,1957,"CA","USF","ANF","GLEASON","00000000","1957/09/07 00:00:01+00","",14,NA,1,5948.688,1950
37568,1958,"CA","USF","ANF","BARE","00000000","1958/09/06 00:00:01+00","",14,NA,1,238.08041,1950
37569,1953,"CA","USF","ANF","SULPHUR","00000000","1953/07/02 00:00:01+00","",14,NA,1,31708.982,1950
37570,1953,"CA","USF","ANF","PINYON","00000000","1953/06/15 00:00:01+00","",14,NA,1,975.45691,1950
37571,1953,"CA","USF","ANF","MADDOCK","00000000","1953/07/07 00:00:01+00","",14,NA,1,557.91315,1950
37572,1957,"CA","USF","ANF","MORRIS","00000000","1957/09/08 00:00:01+00","",14,NA,1,2788.7224,1950
37573,1952,"CA","USF","ANF","SPINKS","00000000","1952/08/25 00:00:01+00","",14,NA,1,179.43419,1950
37634,1996,"CA","USF","SRF","PANTHER","00000054","1996/09/26 00:00:00+00","1996/10/02 00:00:00+00",7,8,1,943.3175,1990
37635,2001,"CA","USF","SRF","BOTTOM","","2001/09/15 00:00:00+00","2001/09/24 00:00:00+00",1,8,1,101.13669,2000
37636,1998,"CA","USF","SRF","BUCK","00000060","1998/09/13 00:00:00+00","1998/09/20 00:00:00+00",9,8,1,841.26892,1990
37637,2001,"CA","USF","SRF","DANCE","00000073","2001/09/10 00:00:00+00","2001/09/11 00:00:00+00",4,8,1,62.428177,2000
37699,1966,"CA","USF","STF","KENNEDY ","","1966/07/17 00:00:01+00","1966/07/18 00:00:01+00",3,8,1,63.188747,1960
37700,1966,"CA","USF","STF","COWELL CREEK","","1966/05/01 00:00:01+00","1966/05/03 00:00:01+00",3,8,1,176.87198,1960
37701,1966,"CA","USF","STF","SAN ANTONIO ","","1966/04/03 00:00:01+00","1966/04/04 00:00:01+00",5,6,1,200.00667,1960
37702,1988,"CA","USF","STF","MOKE","","1988/08/10 00:00:00+00","1988/08/12 00:00:00+00",1,6,1,36.189442,1980
37719,1960,"CA","USF","STF","IDA ","","1960/08/04 00:00:01+00","1960/08/04 00:00:01+00",10,6,1,795.15845,1960
37754,1951,"CA","USF","STF","CLARKS FORK ","","1951/06/10 00:00:01+00","1951/06/10 00:00:01+00",4,6,1,329.91852,1950
37755,1951,"CA","USF","STF","MILL CREEK ","","1951/04/08 00:00:01+00","1951/04/08 00:00:01+00",1,6,1,37.947174,1950
37756,1951,"CA","USF","STF","SMITH ROAD","","1951/08/13 00:00:01+00","1951/08/14 00:00:01+00",3,6,1,629.02466,1950
37757,1951,"CA","USF","STF","FOX CREEK","","1951/09/15 00:00:01+00","1951/09/16 00:00:01+00",3,6,1,571.40521,1950
37758,1976,"CA","USF","STF","CHERRY ","","1976/10/13 00:00:00+00","1976/10/14 00:00:00+00",1,8,1,6.5110726,1970
37759,1976,"CA","USF","STF","REED CREEK","","1976/07/16 00:00:00+00","1976/07/19 00:00:00+00",1,6,1,30.632746,1970
37760,1976,"CA","USF","STF","CLAVEY ","","1976/01/19 00:00:00+00","1976/01/20 00:00:00+00",4,6,1,49.648964,1970
37767,1950,"CA","CDF","TCU","BEAR SPRINGS","","1950/09/03 00:00:01+00","",14,8,1,1562.2216,1950
37768,1950,"CA","CDF","TCU","CASA MADERA","","1950/09/04 00:00:01+00","",14,8,1,684.90491,1950
37805,1986,"CA","USF","STF","SOLDIER","","1986/08/12 00:00:00+00","1986/08/13 00:00:00+00",3,6,1,8.1200972,1980
37806,1983,"CA","USF","STF","MATHER","","1983/07/14 00:00:00+00","1983/07/15 00:00:00+00",9,6,1,7.7517519,1980
37807,1983,"CA","USF","STF","HUNTER ","","1983/09/08 00:00:00+00","1983/09/09 00:00:00+00",9,6,1,76.757233,1980
37818,2004,"CA","USF","STF","EARLY","","2004/08/09 00:00:00+00","2004/10/26 00:00:00+00",9,2,1,1724.7579,2000
37819,1986,"CA","USF","STF","CABBAGE","","1986/10/11 00:00:00+00","1986/11/02 00:00:00+00",5,8,1,20.845861,1980
37820,1976,"CA","USF","STF","ACENSION","","1976/07/16 00:00:00+00","1976/07/16 00:00:00+00",1,6,1,20.02615,1970
37821,1990,"CA","CDF","TCU","COTTONWOOD","00004548","1990/09/13 00:00:00+00","",9,8,1,2449.1047,1990
37822,1953,"CA","USF","STF","SHOVEL GRAVE","","1953/08/12 00:00:01+00","1953/08/13 00:00:01+00",1,6,1,10.64847,1950
37823,1953,"CA","USF","STF","C-4","","1953/10/04 00:00:01+00","1953/10/04 00:00:01+00",3,6,1,13.596116,1950
37824,1953,"CA","USF","STF","HAYWARD  CREEK ","","1953/09/14 00:00:01+00","1953/09/15 00:00:01+00",1,6,1,30.510729,1950
37825,1953,"CA","USF","STF","SAN DOMINGO ","","1953/12/31 00:00:01+00","1953/12/31 00:00:01+00",3,8,1,14.362181,1950
37826,1953,"CA","USF","STF","GRANITE CREEK ","","1953/02/23 00:00:01+00","1953/02/23 00:00:01+00",5,6,1,99.44912,1950
37827,1953,"CA","USF","STF","TUOLUMNE ","","1953/08/13 00:00:01+00","1953/08/15 00:00:01+00",1,6,1,252.85483,1950
37828,1953,"CA","USF","STF","NORTH MT. RIDGE","","1953/08/13 00:00:01+00","1953/08/15 00:00:01+00",1,6,1,7.3264709,1950
37829,1953,"CA","USF","SNF","","","1953/02/23 00:00:01+00","",14,8,1,900.54486,1950
37830,1960,"CA","USF","STF","RUSSELL ","","1960/12/27 00:00:01+00","1960/12/28 00:00:01+00",5,6,1,249.71835,1960
37831,1960,"CA","USF","STF","MILL ","","1960/09/02 00:00:01+00","1960/09/02 00:00:01+00",7,8,1,32.734116,1960
37832,1960,"CA","USF","STF","FLORA ","","1960/07/24 00:00:01+00","1960/07/24 00:00:01+00",3,6,1,2116.2566,1960
37833,1960,"CA","USF","STF","ROSE CREEK ","","1960/04/16 00:00:01+00","1960/04/16 00:00:01+00",9,6,1,16.880104,1960
37834,1960,"CA","USF","STF","KAY","","1960/09/14 00:00:01+00","1960/09/14 00:00:01+00",3,6,1,5.7977667,1960
37835,1952,"CA","CDF","TCU","KLEIN SMID","","1952/04/05 00:00:01+00","1952/04/07 00:00:01+00",5,6,1,618.15387,1950
37836,1952,"CA","USF","STF","ASSOCIATED ","","1952/08/09 00:00:01+00","1952/08/10 00:00:01+00",2,6,1,21.931828,1950
37837,1952,"CA","USF","STF","MORGAN ","","1952/10/22 00:00:01+00","1952/10/22 00:00:01+00",9,6,1,19.753977,1950
37838,1952,"CA","USF","STF","LAVERONI ","","1952/09/14 00:00:01+00","1952/09/14 00:00:01+00",2,6,1,383.77371,1950
37839,1952,"CA","USF","STF","DEER FLAT","","1952/09/28 00:00:01+00","1952/09/28 00:00:01+00",3,6,1,18.194365,1950
37840,1973,"CA","USF","STF","JONES","","1973/08/17 00:00:00+00","1973/08/17 00:00:00+00",7,6,1,33.028728,1970
37841,1955,"CA","USF","STF","BEAR HOLE","","1955/08/08 00:00:01+00","1955/08/10 00:00:01+00",1,6,1,29.221262,1950
37842,1955,"CA","USF","STF","FENCE CREEK ","","1955/10/04 00:00:01+00","1955/10/06 00:00:01+00",1,6,1,293.33633,1950
37843,1955,"CA","USF","STF","64A","","1955/05/22 00:00:01+00","1955/05/22 00:00:01+00",5,6,1,95.044472,1950
37844,1955,"CA","USF","STF","BEARDSLEY ","","1955/08/07 00:00:01+00","1955/08/07 00:00:01+00",5,6,1,121.96977,1950
37845,1978,"CA","USF","STF","KIBBIE","","1979/08/08 00:00:00+00","1978/11/10 00:00:00+00",1,6,1,227.87836,1970
37846,1958,"CA","USF","STF","COVE ","","1958/12/20 00:00:01+00","1958/12/21 00:00:01+00",4,6,1,25.183382,1950
37847,1958,"CA","USF","STF","MILLER ","","1958/04/16 00:00:01+00","1958/04/16 00:00:01+00",5,6,1,41.855709,1950
37848,1958,"CA","USF","STF","KELLY ","","1958/05/05 00:00:01+00","1958/05/06 00:00:01+00",5,6,1,47.110405,1950
37849,1958,"CA","USF","STF","SHINGLE ","","1958/09/05 00:00:01+00","1958/09/05 00:00:01+00",7,8,1,59.873997,1950
37850,1950,"CA","CDF","TCU","HAYWARD","","1950/10/15 00:00:01+00","",14,8,1,988.42004,1950
37851,1970,"CA","USF","STF","BANDARITA ","","1970/06/23 00:00:00+00","1970/06/23 00:00:00+00",5,8,1,14.28786,1970
37852,1996,"CA","USF","STF","TWO MILE","","1996/08/13 00:00:00+00","1996/08/20 00:00:00+00",1,8,1,15.902671,1990
37853,1996,"CA","USF","STF","25 MILE","","1996/08/13 00:00:00+00","1996/08/16 00:00:00+00",1,8,1,20.63891,1990
37854,1996,"CA","USF","STF","DUCK","","1996/08/14 00:00:00+00","1996/08/14 00:00:00+00",1,8,1,19.163954,1990
37855,1996,"CA","USF","STF","RALPH","","1996/11/07 00:00:00+00","1996/11/08 00:00:00+00",5,8,1,16.70612,1990
37856,1996,"CA","USF","STF","ROGGE","","1996/08/14 00:00:00+00","1996/08/31 00:00:00+00",1,8,1,20943.975,1990
37857,1996,"CA","USF","STF","NORTH MATHER","","1996/08/14 00:00:00+00","1996/08/15 00:00:00+00",1,8,1,22.187653,1990
37858,1996,"CA","USF","STF","BIG CREEK","","1996/08/14 00:00:00+00","1996/08/16 00:00:00+00",1,8,1,93.609505,1990
37859,1977,"CA","USF","STF","WILSON ","","1977/07/20 00:00:00+00","1977/07/21 00:00:00+00",1,6,1,173.27664,1970
37860,2004,"CA","USF","STF","LITTLE","","2004/09/17 00:00:00+00","2004/09/18 00:00:00+00",2,2,1,95.808502,2000
37861,1979,"CA","USF","STF","BUCHANAN","","1979/09/20 00:00:00+00","1979/09/21 00:00:00+00",7,6,1,115.2215,1970
37862,1956,"CA","USF","STF","OSBORN","","1956/11/23 00:00:01+00","1956/11/23 00:00:01+00",9,8,1,14.195095,1950
37863,1956,"CA","USF","STF","NORTH ","","1956/04/22 00:00:01+00","1956/04/23 00:00:01+00",1,6,1,23.145626,1950
37864,1956,"CA","USF","STF","PERRIN ","","1956/10/03 00:00:01+00","1956/10/03 00:00:01+00",9,6,1,9.4816971,1950
37865,1957,"CA","USF","STF","GRIGSBY","","1957/12/13 00:00:01+00","1957/12/14 00:00:01+00",5,6,1,94.890892,1950
37866,1957,"CA","USF","STF","MUSTANG GULCH","","1957/09/06 00:00:01+00","1957/09/08 00:00:01+00",7,6,1,673.84973,1950
37867,1959,"CA","USF","STF","BLACK WONDER ","","1959/03/10 00:00:01+00","1959/03/11 00:00:01+00",7,6,1,11.739583,1950
37868,1959,"CA","USF","STF","CHINAMAN CREEK ","","1959/02/01 00:00:01+00","1959/02/02 00:00:01+00",2,8,1,5.3619819,1950
37869,1959,"CA","USF","STF","BAB ","","1959/06/05 00:00:01+00","1959/06/05 00:00:01+00",5,6,1,16.119139,1950
37870,1959,"CA","USF","STF","JEWEL ","","1959/07/11 00:00:01+00","1959/07/11 00:00:01+00",1,8,1,9.2523394,1950
37871,1959,"CA","USF","STF","HEDDA","","1959/07/11 00:00:01+00","1959/07/11 00:00:01+00",1,8,1,10.905165,1950
37872,1959,"CA","USF","STF","BRICEBURG ","","1959/08/01 00:00:01+00","1959/08/04 00:00:01+00",3,6,1,2855.7246,1950
37873,1959,"CA","USF","STF","LULU","","1959/07/11 00:00:01+00","1959/07/12 00:00:01+00",1,8,1,51.759129,1950
37874,1959,"CA","USF","STF","COLUMBIA","","1959/07/20 00:00:01+00","1959/07/20 00:00:01+00",3,6,1,9.9058084,1950
37875,1959,"CA","USF","STF","SMITH ","","1959/07/18 00:00:01+00","1959/07/19 00:00:01+00",9,6,1,1300.1608,1950
37876,1959,"CA","USF","STF","MIDDLE FORK","","1959/10/30 00:00:01+00","1959/10/30 00:00:01+00",11,6,1,287.9115,1950
37877,1959,"CA","CDF","TCU","FOREST CREEK","","1959/07/24 00:00:01+00","1959/07/25 00:00:01+00",3,8,1,527.70288,1950
37878,1960,"CA","CDF","TCU","CROOK","","1960/06/12 00:00:01+00","",9,8,1,639.02094,1960
37879,1984,"CA","USF","STF"," ","","","",9,8,1,24.717911,1980
37880,1961,"CA","USF","STF","GOLD KING ","","1961/01/23 00:00:01+00","1961/01/24 00:00:01+00",5,8,1,131.1655,1960
37881,1961,"CA","USF","STF","CAMP #9 ","","1961/06/29 00:00:01+00","1961/06/29 00:00:01+00",9,6,1,47.597187,1960
37882,1962,"CA","USF","STF","WET MEADOW","","1962/07/03 00:00:01+00","1962/07/03 00:00:01+00",3,6,1,28.406982,1960
37883,1962,"CA","USF","STF","RYAN","","1962/09/20 00:00:01+00","1962/09/20 00:00:01+00",4,8,1,189.42723,1960
37884,1962,"CA","USF","STF","CASA MADERA ","","1962/08/12 00:00:01+00","1962/08/13 00:00:01+00",9,8,1,218.61288,1960
37885,1963,"CA","USF","STF","PG&E #5","","1963/12/06 00:00:01+00","1963/12/07 00:00:01+00",5,6,1,68.221581,1960
37886,1963,"CA","USF","STF","CORONA ","","1963/09/03 00:00:01+00","1963/09/04 00:00:01+00",3,6,1,34.441093,1960
37887,1964,"CA","USF","STF","BRIDGE ","","1964/07/10 00:00:01+00","1964/07/11 00:00:01+00",9,6,1,63.644917,1960
37888,1965,"CA","USF","STF","MIDDLE FORK ","","1965/09/02 00:00:01+00","1965/09/04 00:00:01+00",3,6,1,158.1888,1960
37889,1967,"CA","USF","STF","DARDANELLES ","","1967/08/02 00:00:01+00","1967/08/04 00:00:01+00",7,6,1,310.57413,1960
37890,1967,"CA","USF","STF","HAMBUG","","1967/08/28 00:00:01+00","1967/08/29 00:00:01+00",1,6,1,160.38988,1960
37891,1986,"CA","USF","STF","RIVERSIDE","","1986/07/15 00:00:00+00","",9,8,1,114.01,1980
37892,1974,"CA","USF","STF","OXEDINE","","1974/08/10 00:00:00+00","1974/08/10 00:00:00+00",4,8,1,2.8872194,1970
37893,1994,"CA","USF","STF","HUCKLEBERRY","","1994/08/14 00:00:00+00","1994/08/21 00:00:00+00",4,8,1,34.946579,1990
37894,1994,"CA","USF","STF","BROKEN","","1994/08/18 00:00:00+00","1994/08/20 00:00:00+00",2,8,1,119.73949,1990
37895,1968,"CA","USF","STF","DAM ","","1968/07/13 00:00:01+00","1968/07/13 00:00:01+00",3,6,1,18.232243,1960
37896,1968,"CA","USF","STF","BUCK ","","1968/09/26 00:00:01+00","1968/09/26 00:00:01+00",5,6,1,20.742949,1960
37897,1968,"CA","CDF","MMU","EAGLE","","1968/08/04 00:00:01+00","1968/08/06 00:00:01+00",7,6,1,537.31335,1960
37898,1969,"CA","USF","STF","NORTH FORK","","1969/10/05 00:00:01+00","1969/10/06 00:00:01+00",7,6,1,49.924782,1960
37899,1969,"CA","USF","STF","LUMSDEN ","","1969/08/16 00:00:01+00","1969/08/16 00:00:01+00",4,6,1,12.562058,1960
37900,1969,"CA","USF","STF","DRY GULTCH ","","1969/07/21 00:00:01+00","1969/07/21 00:00:01+00",7,8,1,6.5285168,1960
37901,1994,"CA","CDF","TCU","CREEK","00004256","1994/08/09 00:00:00+00","1994/08/12 00:00:00+00",3,8,1,1434.0642,1990
37902,1996,"CA","CDF","TCU","MANUAL","00004539","1996/08/12 00:00:00+00","",1,8,1,377.65195,1990
37903,1988,"CA","USF","STF","MIDDLE FORK","","1988/12/10 00:00:00+00","1988/12/17 00:00:00+00",5,6,1,97.29483,1980
37904,1988,"CA","USF","STF","KNIGHT","","1988/04/09 00:00:00+00","1988/04/11 00:00:00+00",4,6,1,4.6230249,1980
37905,1971,"CA","USF","STF","SILVER MTN.","","1971/04/02 00:00:00+00","1971/04/05 00:00:00+00",7,6,1,112.19672,1970
37906,1971,"CA","USF","STF","THOMPSON","","1971/08/10 00:00:00+00","1971/08/11 00:00:00+00",1,6,1,15.456129,1970
37907,1993,"CA","USF","STF","BOURLAND","","1993/06/27 00:00:00+00","1993/10/02 00:00:00+00",9,8,1,28.610756,1990
37908,1985,"CA","USF","STF","BRICEBURG","","1985/08/02 00:00:00+00","1985/08/08 00:00:00+00",9,6,1,982.37061,1980
37909,1982,"CA","USF","STF","GRIFFITH","","1982/05/01 00:00:00+00","1982/05/01 00:00:00+00",5,8,1,4.1046262,1980
37910,1976,"CA","USF","STF","BUCK","","1976/11/26 00:00:00+00","1976/11/27 00:00:00+00",5,6,1,5.1159616,1970
37911,1976,"CA","USF","STF","BOWERS","","1976/07/16 00:00:00+00","1976/07/17 00:00:00+00",2,8,1,25.50613,1970
37912,1976,"CA","USF","STF","BONELL","","1976/11/05 00:00:00+00","1976/11/06 00:00:00+00",7,6,1,475.38632,1970
37913,1988,"CA","USF","STF","CLEARHOUSE","","1988/07/02 00:00:00+00","1988/07/08 00:00:00+00",9,6,1,2499.5562,1980
37914,1988,"CA","USF","STF","MANZANITA","","1988/07/27 00:00:00+00","1988/07/27 00:00:00+00",8,6,1,38.529804,1980
37915,1999,"CA","USF","STF","DEER","","1999/08/06 00:00:00+00","",1,8,2,325.17209,1990
37916,2001,"CA","USF","STF","CLARK","","2001/08/07 00:00:00+00","2001/09/05 00:00:00+00",1,8,2,8.0355387,2000
37917,2001,"CA","USF","STF","LION","","2001/07/09 00:00:00+00","2001/07/11 00:00:00+00",1,8,1,30.047064,2000
37918,1970,"CA","USF","STF","PINE LOG","","1970/10/17 00:00:00+00","1970/10/19 00:00:00+00",4,6,1,356.57626,1970
37919,1970,"CA","USF","STF","MEYERS","","1970/03/19 00:00:00+00","1970/03/22 00:00:00+00",5,6,1,12.92404,1970
37920,1970,"CA","USF","STF","RIM","","1970/03/26 00:00:00+00","1970/03/27 00:00:00+00",5,8,1,106.42966,1970
37921,1987,"CA","USF","STF","CLAVEY 87 COMPLEX","","1987/08/31 00:00:00+00","",1,8,1,8741.0586,1980
37922,1992,"CA","CDF","TCU","GULCH FIRE","00004364","1992/08/16 00:00:00+00","",10,8,1,17419.342,1990
37923,2006,"CA","USF","STF","DONNELL","","2006/08/30 00:00:00+00","2006/09/04 00:00:00+00",2,6,1,22.743469,2000
37924,1987,"CA","USF","STF","CASCADE","","1987/07/31 00:00:00+00","1987/08/02 00:00:00+00",2,6,1,29.319717,1980
37925,1987,"CA","USF","STF","DOUD","","1987/09/10 00:00:00+00","1987/09/10 00:00:00+00",3,8,1,6.9410911,1980
37926,1987,"CA","USF","STF","PACK","","1987/08/29 00:00:00+00","1987/08/31 00:00:00+00",1,8,1,20.295116,1980
37927,1987,"CA","USF","STF","NELLIE","","1987/10/11 00:00:00+00","1987/10/13 00:00:00+00",1,6,1,8.0985641,1980
37928,1987,"CA","USF","STF","HAMM","","1987/08/30 00:00:00+00","1987/09/13 00:00:00+00",1,6,1,33143.875,1980
37929,1987,"CA","USF","STF","HASLOE","","1987/09/01 00:00:00+00","1987/09/07 00:00:00+00",1,8,1,6523.6064,1980
37930,2001,"CA","USF","STF","BEARDSLEY","","2001/05/02 00:00:00+00","2001/05/03 00:00:00+00",5,8,1,78.53421,2000
37931,2001,"CA","USF","STF","HIGHWAY","","2001/08/18 00:00:00+00","2001/08/18 00:00:00+00",9,8,1,10.471527,2000
37932,2001,"CA","USF","STF","PRUITT","","2001/07/19 00:00:00+00","2001/08/27 00:00:00+00",1,8,2,57.231281,2000
37933,2001,"CA","USF","STF","STAR","","2001/01/07 00:00:00+00","2001/01/08 00:00:00+00",5,8,1,9.9627533,2000
37934,1985,"CA","USF","STF","SPICER","","1985/07/12 00:00:00+00","1985/07/15 00:00:00+00",3,6,1,30.630861,1980
37935,1985,"CA","USF","STF","SUMMIT","","1985/08/10 00:00:00+00","1985/08/12 00:00:00+00",2,6,1,175.56441,1980
37936,1985,"CA","USF","STF","RIVER","","1985/08/31 00:00:00+00","1985/09/02 00:00:00+00",7,6,1,332.03525,1980
37937,1973,"CA","USF","STF","DOUGLAS","","1973/08/05 00:00:00+00","1973/08/07 00:00:00+00",1,6,1,58.050652,1970
37938,1988,"CA","USF","STF","GATE","","1988/09/09 00:00:00+00","1988/09/18 00:00:00+00",1,6,1,15.758226,1980
37939,1987,"CA","CDF","TCU","PAPER","","1987/09/01 00:00:00+00","",9,8,1,4339.0195,1980
37940,1972,"CA","USF","STF","PROVO","","1972/07/14 00:00:00+00","1972/07/16 00:00:00+00",3,6,1,477.10785,1970
37941,1972,"CA","USF","STF","RACKERBY","","1972/04/22 00:00:00+00","1972/04/24 00:00:00+00",2,6,1,18.673544,1970
37942,1972,"CA","USF","STF","EL PORTAL","","1972/06/18 00:00:00+00","1972/06/18 00:00:00+00",7,6,1,78.113647,1970
37943,1972,"CA","USF","STF","SOAP","","1972/06/07 00:00:00+00","1972/06/07 00:00:00+00",1,6,1,48.694454,1970
37944,1972,"CA","USF","STF","TRUMBULL","","1972/09/23 00:00:00+00","1972/09/25 00:00:00+00",9,6,1,582.46912,1970
37945,1988,"CA","CDF","TCU","BRIDGE","","1988/07/21 00:00:00+00","",7,8,1,6690.3218,1980
37946,1999,"CA","CDF","TCU","LIGHTNING #31","00005913","1999/09/09 00:00:00+00","",1,8,1,114.19927,1990
37947,1980,"CA","USF","STF","HASLOE","","1980/07/08 00:00:00+00","1980/07/08 00:00:00+00",7,6,1,15.679358,1980
37948,1980,"CA","USF","STF","CAN","","1980/10/29 00:00:00+00","1980/10/30 00:00:00+00",7,8,1,12.872188,1980
37949,1973,"CA","USF","STF","CORRAL","","1973/05/13 00:00:00+00","1973/05/14 00:00:00+00",1,8,1,13.157383,1970
37950,1973,"CA","USF","STF","SLEEPER","","1973/05/20 00:00:00+00","1973/05/22 00:00:00+00",4,6,1,251.97417,1970
37951,1973,"CA","USF","STF","GRANITE","","1973/08/17 00:00:00+00","1973/08/21 00:00:00+00",2,6,1,16290.281,1970
37952,1984,"CA","USF","STF","PIUTE","","1984/07/16 00:00:00+00","1984/10/11 00:00:00+00",1,6,1,98.626213,1980
