"OBJECTID","YEAR_","STATE","AGENCY","UNIT_ID","FIRE_NAME","INC_NUM","ALARM_DATE","CONT_DATE","CAUSE","C_METHOD","OBJECTIVE","GIS_ACRES","DECADES"
21440,2020,"CA","CDF","NEU","NELSON","00013212","2020/06/18 00:00:00+00","2020/06/23 00:00:00+00",11,1,1,109.60228,2020
21441,2020,"CA","CDF","NEU","AMORUSO","00011799","2020/06/01 00:00:00+00","2020/06/04 00:00:00+00",2,1,1,685.58502,2020
21442,2020,"CA","CDF","NEU","ATHENS","00018493","2020/08/10 00:00:00+00","2020/08/11 00:00:00+00",14,1,1,27.30048,2020
21443,2020,"CA","CDF","NEU","FLEMING","00007619","2020/03/31 00:00:00+00","2020/04/01 00:00:00+00",9,1,1,12.931545,2020
21444,2020,"CA","CDF","NEU","MELANESE","00008471","2020/04/14 00:00:00+00","2020/04/19 00:00:00+00",18,1,1,10.315964,2020
21445,2020,"CA","CDF","NEU","PFE","00014858","2020/07/05 00:00:00+00","2020/07/05 00:00:00+00",14,1,1,36.701931,2020
21446,2020,"CA","DOD","BEA","VALLEY","00015865","2020/07/15 00:00:00+00","2020/07/16 00:00:00+00",14,1,1,376.9104,2020
21447,2020,"CA","CDF","NEU","WALDO","00015275","2020/07/09 00:00:00+00","2020/07/12 00:00:00+00",9,1,1,10.102212,2020
21448,2020,"CA","CDF","NEU","WILLOW","00006064","2020/03/10 00:00:00+00","2020/03/11 00:00:00+00",5,1,1,33.973888,2020
21449,2020,"CA","CDF","NEU","WILLOWS","00021423","2020/09/09 00:00:00+00","2020/10/13 00:00:00+00",7,3,1,1309.09,2020
21450,2020,"CA","CDF","NEU","DYER","00015012","2020/07/06 00:00:00+00","2020/07/06 00:00:00+00",8,1,1,194.66029,2020
21451,2020,"CA","CDF","NEU","FARRIER","00016781","2020/07/24 00:00:00+00","2020/07/31 00:00:00+00",8,1,1,22.634298,2020
21452,2020,"CA","CDF","NEU","FIELDS","00023897","2020/10/06 00:00:00+00","2020/10/09 00:00:00+00",5,1,1,55.328434,2020
21453,2020,"CA","CDF","NEU","JONES","00019231","2020/08/17 00:00:00+00","2020/09/28 00:00:00+00",1,3,1,705.54602,2020
21454,2020,"CA","DOD","BEA","PAVE PAWS","00017717","2020/08/02 00:00:00+00","2020/08/02 00:00:00+00",11,1,1,532.77332,2020
21455,2020,"CA","CDF","NEU","RIOSA","00012970","2020/06/15 00:00:00+00","2020/06/15 00:00:00+00",11,1,1,13.694717,2020
21456,2020,"CA","CDF","BTU","NELSON","00006825","2020/06/17 00:00:00+00","2020/06/25 00:00:00+00",14,1,1,103.33157,2020
21458,2020,"CA","CDF","BTU","5-4 POTTERS ","00009692","2020/08/17 00:00:00+00","2020/09/10 00:00:00+00",1,1,1,925.40186,2020
21459,2020,"CA","CDF","BTU","5-6 CASCADE CREEK","00009703","2020/08/17 00:00:00+00","2020/09/10 00:00:00+00",1,1,1,260.17557,2020
21460,2020,"CA","CDF","BTU","TEDDY","00006891","2020/06/18 00:00:00+00","2020/06/23 00:00:00+00",14,1,1,13.279565,2020
21461,2020,"CA","CDF","CZU","COAST","00003906","2020/06/29 00:00:00+00","2020/06/29 00:00:00+00",7,7,1,20.2083,2020
21462,2020,"CA","CDF","CZU","CZU LIGHTNING COMPLEX","00005205","2020/08/16 00:00:00+00","2020/09/24 00:00:00+00",1,7,1,86553.461,2020
21463,2020,"CA","CDF","MEU","OAK","00010700","2020/09/07 00:00:00+00","2020/09/28 00:00:00+00",9,7,1,1146.4658,2020
21464,2020,"CA","CDF","MEU","CREEK","00009786","2020/08/18 00:00:00+00","2020/08/26 00:00:00+00",10,7,1,834.2442,2020
21465,2020,"CA","CDF","MEU","3-19","00009781","2020/08/18 00:00:00+00","2020/10/21 00:00:00+00",1,4,1,65.008545,2020
21466,2020,"CA","CDF","MEU","VINEYARD","00006489","2020/06/09 00:00:00+00","2020/06/18 00:00:00+00",2,1,1,150.49449,2020
21467,2020,"CA","CDF","MEU","MINA","00009342","2020/08/10 00:00:00+00","2020/08/15 00:00:00+00",4,2,1,158.86919,2020
21468,2020,"CA","CDF","HUU","BEAR","00001401","2020/02/15 00:00:00+00","2020/02/15 00:00:00+00",5,1,1,10.473744,2020
21469,2020,"CA","CDF","HUU","REDWOOD","00009006","2020/10/23 00:00:00+00","2020/10/23 00:00:00+00",2,1,1,101.40028,2020
21470,2020,"CA","CDF","TGU","GRIZZLY","00002412","2020/03/02 00:00:00+00","2020/03/06 00:00:00+00",14,1,1,155.27298,2020
21471,2020,"CA","CDF","TGU","BEEGUM","00002023","2020/02/22 00:00:00+00","2020/02/23 00:00:00+00",18,2,1,181.44044,2020
21472,2020,"CA","CDF","TGU","4-8","00008808","2020/08/17 00:00:00+00","2020/08/18 00:00:00+00",1,1,1,278.00998,2020
21473,2020,"CA","CDF","TGU","ELK","00008702","2020/08/16 00:00:00+00","2020/08/17 00:00:00+00",1,1,1,730.48138,2020
21474,2020,"CA","CDF","TGU","RED","00004162","2020/04/23 00:00:00+00","2020/04/24 00:00:00+00",5,1,1,26.40666,2020
21475,2020,"CA","CDF","HUU","MINE","00011303","2020/12/24 00:00:00+00","2020/12/24 00:00:00+00",5,1,1,11.07413,2020
21476,2020,"CA","CDF","BTU","AVOCADO","00007464","2020/06/30 00:00:00+00","2020/07/11 00:00:00+00",14,1,1,137.58138,2020
21477,2020,"CA","CDF","BTU","HONCUT","00006966","2020/06/20 00:00:00+00","2020/06/22 00:00:00+00",14,1,1,88.185837,2020
21478,2020,"CA","CDF","BTU","GRAND","00012308","2020/10/15 00:00:00+00","2020/10/20 00:00:00+00",14,1,1,31.061085,2020
21479,2020,"CA","CCO","ORC","PARK FIRE","20075598","2020/07/05 00:00:00+00","2020/07/07 00:00:00+00",14,1,1,24.097841,2020
21480,2020,"CA","CDF","ORC","SILVERADO","20121364","2020/10/26 00:00:00+00","2020/11/02 00:00:00+00",14,7,1,12469.206,2020
21481,2020,"CA","CDF","ORC","BLUE RIDGE","20121612","2020/10/26 00:00:00+00","2020/11/02 00:00:00+00",14,7,1,13694.532,2020
21482,2020,"CA","CDF","ORC","BOND","20136890","2020/12/03 00:00:00+00","2020/12/07 00:00:00+00",14,7,1,6681.0986,2020
21483,2020,"CA","CDF","BTU","CLARK","00009565","2020/08/14 00:00:00+00","2020/08/14 00:00:00+00",14,1,1,106.78496,2020
21484,2020,"CA","CDF","NEU","DULUTH","00018540","2020/08/10 00:00:00+00","2020/08/12 00:00:00+00",10,1,1,71.949944,2020
21485,2020,"CA","CDF","NEU","KARCHNER","00002117","2020/06/05 00:00:00+00","2020/06/06 00:00:00+00",2,1,1,30.024942,2020
21486,2020,"CA","LRA","NEU","SIMPSON","00024660","2020/10/15 00:00:00+00","2020/10/17 00:00:00+00",14,6,1,28.574575,2020
21487,2020,"CA","CDF","NEU","WATT","00012647","2020/06/11 00:00:00+00","2020/06/13 00:00:00+00",14,1,1,39.866062,2020
21488,2020,"CA","CDF","NEU","LOCUST","00031508","2020/12/31 00:00:00+00","2020/12/31 00:00:00+00",5,1,1,15.859506,2020
21489,2020,"CA","CDF","BTU","GARDEN","00005015","2020/05/06 00:00:00+00","2020/05/09 00:00:00+00",2,1,1,49.008781,2020
21490,2020,"CA","CDF","BTU","FEATHER","00008456","2020/07/20 00:00:00+00","2020/07/22 00:00:00+00",14,1,1,14.740744,2020
21491,2020,"CA","CDF","SKU","BADGER","00005356","2020/07/18 00:00:00+00","2020/07/19 00:00:00+00",10,1,1,557.30609,2020
21492,2020,"CA","CDF","SKU","MINER","00005595","2020/07/25 00:00:00+00","2020/07/25 00:00:00+00",14,1,1,23.13611,2020
21493,2020,"CA","CDF","SKU","JENNY 2-3","00005678","2020/07/27 00:00:00+00","2020/07/27 00:00:00+00",1,1,1,14.637078,2020
21494,2020,"CA","CDF","SKU","SCHOOLHOUSE","00007096","2020/09/09 00:00:00+00","2020/09/09 00:00:00+00",14,1,1,37.064037,2020
21495,2020,"CA","CDF","SKU","TOWNSEND","00003484","2020/05/17 00:00:00+00","2020/05/17 00:00:00+00",5,1,1,13.730427,2020
21496,2020,"CA","CDF","SKU","SHACKLEFORD","00007137","2020/09/11 00:00:00+00","2020/09/11 00:00:00+00",14,1,1,37.650269,2020
21497,2020,"CA","CDF","TCU","MOC","00009457","2020/08/20 00:00:00+00","2020/09/05 00:00:00+00",9,1,1,2857.6055,2020
21498,2020,"CA","CDF","TCU","SALT","00009353","2020/08/18 00:00:00+00","2020/08/28 00:00:00+00",9,1,1,1593.7322,2020
21499,2020,"CA","CDF","TCU","WALKER","00006494","2020/06/16 00:00:00+00","2020/06/23 00:00:00+00",9,2,1,1398.0038,2020
21500,2020,"CA","CCO","KRN","BAKER","02024545","2020/06/17 00:00:00+00","2020/06/18 00:00:00+00",14,1,1,165.17973,2020
21501,2020,"CA","CCO","KRN","BENA","02027271","2020/07/01 00:00:00+00","2020/07/05 00:00:00+00",14,1,1,2884.4102,2020
21502,2020,"CA","CCO","KRN","FLAT","02028833","2020/07/09 00:00:00+00","2020/07/12 00:00:00+00",14,1,1,40.127972,2020
21503,2020,"CA","CCO","KRN","COMANCHE","02031924","2020/07/26 00:00:00+00","2020/07/27 00:00:00+00",14,1,1,66.156052,2020
21504,2020,"CA","CCO","KRN","SHEEP","02032616","2020/07/30 00:00:00+00","2020/07/30 00:00:00+00",14,1,1,233.05606,2020
21505,2020,"CA","CCO","KRN","RESERVE","02033499","2020/08/04 00:00:00+00","2020/08/05 00:00:00+00",14,1,1,11.500824,2020
21506,2020,"CA","CCO","KRN","JOHNSON","02033650","2020/08/05 00:00:00+00","2020/08/06 00:00:00+00",14,1,1,38.07296,2020
21507,2020,"CA","BLM","CND","SODA","00034749","2020/06/17 00:00:00+00","2020/06/17 00:00:00+00",1,1,1,421.46991,2020
21508,2020,"CA","CCO","KRN","WOODY","02035078","2020/08/14 00:00:00+00","2020/08/14 00:00:00+00",14,1,1,90.521912,2020
21509,2020,"CA","CCO","KRN","BLUE","02035487","2020/08/16 00:00:00+00","2020/08/17 00:00:00+00",14,1,1,19.949446,2020
21510,2020,"CA","CCO","KRN","SHERWOOD","02037640","2020/08/29 00:00:00+00","2020/08/29 00:00:00+00",14,1,1,44.598595,2020
21511,2020,"CA","CCO","KRN","VISTA ","02039431","2020/09/09 00:00:00+00","2020/09/09 00:00:00+00",14,1,1,34.717957,2020
21512,2020,"CA","CCO","KRN","GARCES","02041011","2020/09/19 00:00:00+00","2020/09/19 00:00:00+00",14,1,1,10.845668,2020
21513,2020,"CA","CCO","KRN","LILAC","02045515","2020/10/18 00:00:00+00","2020/10/19 00:00:00+00",14,1,1,52.846813,2020
21514,2020,"CA","CCO","KRN","WATER","02052313","2020/12/02 00:00:00+00","2020/12/03 00:00:00+00",14,1,1,22.270731,2020
21515,2020,"CA","CCO","KRN","STAGECOACH","02033315","2020/08/03 00:00:00+00","2020/08/03 00:00:00+00",14,1,1,7750.6372,2020
21516,2020,"CA","CDF","MMU","HUNTERS","00011682","2020/06/07 00:00:00+00","2020/06/11 00:00:00+00",2,1,1,82.140099,2020
21517,2020,"CA","CDF","MMU","PASS","00013431","2020/06/28 00:00:00+00","2020/07/01 00:00:00+00",11,1,1,2163.6978,2020
21518,2020,"CA","CDF","MMU","POWER","00014707","2020/07/11 00:00:00+00","2020/07/15 00:00:00+00",11,1,1,151.54947,2020
21519,2020,"CA","CDF","MMU","BEN","00015036","2020/07/15 00:00:00+00","2020/07/17 00:00:00+00",11,1,1,48.125347,2020
21520,2020,"CA","CDF","MMU","HENSLEY","00019014","2020/08/30 00:00:00+00","2020/09/02 00:00:00+00",7,1,1,398.48148,2020
21521,2020,"CA","CDF","SHF","FRANCISCAN","00008178","2020/08/15 00:00:00+00","2020/08/15 00:00:00+00",2,1,1,15.779857,2020
21522,2020,"CA","CDF","SHU","BAR","00003809","2020/04/25 00:00:00+00","2020/04/26 00:00:00+00",5,1,1,57.785629,2020
21523,2020,"CA","CDF","SHU","LEOPARD","00005006","2020/05/31 00:00:00+00","2020/05/31 00:00:00+00",7,1,1,16.629004,2020
21524,2020,"CA","CCO","SBC","DRUM","02012322","2020/06/14 00:00:00+00","2020/06/17 00:00:00+00",2,1,1,695.47058,2020
21525,2020,"CA","CCO","SBC","TWITCHELL","02011706","2020/06/06 00:00:00+00","2020/06/06 00:00:00+00",1,1,1,28.684549,2020
21526,2020,"CA","CCO","SBC","BALLARD","02023312","2020/10/31 00:00:00+00","2020/10/31 00:00:00+00",14,1,1,17.297138,2020
21527,2020,"CA","CCO","SBC","GAREY","02025625","2020/11/29 00:00:00+00","2020/12/01 00:00:00+00",2,1,1,12.152788,2020
21528,2020,"CA","CDF","SHU","PLATINA","00007049","2020/07/19 00:00:00+00","2020/07/21 00:00:00+00",9,1,1,339.46661,2020
21529,2020,"CA","CDF","SHU","ROSA","00001895","2020/02/26 00:00:00+00","2020/02/26 00:00:00+00",5,1,1,13.274441,2020
21530,2020,"CA","CDF","SHU","SPRINGS","00007944","2020/08/09 00:00:00+00","2020/08/09 00:00:00+00",8,1,1,10.299823,2020
21531,2020,"CA","CDF","SHU","PINES","00008109","2020/08/13 00:00:00+00","2020/08/13 00:00:00+00",9,1,1,15.737025,2020
21532,2020,"CA","CDF","BDU","BRUDER","00014963","2020/10/14 00:00:00+00","2020/10/15 00:00:00+00",14,1,1,169.54852,2020
21533,2020,"CA","CCO","SBC","HOLLISTER","02010146","2020/05/07 00:00:00+00","2020/05/10 00:00:00+00",11,1,1,157.01782,2020
21534,2020,"CA","CCO","SBC","KIRSCHEMANN","02010981","2020/05/28 00:00:00+00","2020/05/28 00:00:00+00",2,1,1,28.751392,2020
21535,2020,"CA","CCO","SBC","VIEW","02011863","2020/06/06 00:00:00+00","2020/06/07 00:00:00+00",11,1,1,77.059242,2020
21536,2020,"CA","CCO","SBC","GATO","02015948","2020/07/31 00:00:00+00","2020/07/31 00:00:00+00",14,1,1,10.235489,2020
21537,2020,"CA","CCO","SBC","LITO","02019126","2020/09/07 00:00:00+00","2020/09/07 00:00:00+00",9,1,1,25.822441,2020
21538,2020,"CA","CCO","SBC","DUTARD","02025052","2020/11/23 00:00:00+00","2020/11/23 00:00:00+00",14,1,1,13.633389,2020
21539,2020,"CA","CCO","SBC","CLARK","02026762","2020/12/16 00:00:00+00","2020/12/16 00:00:00+00",7,1,1,18.829184,2020
21540,2020,"CA","CDF","SLU","HUASNA","00005881","2020/05/13 00:00:00+00","2020/05/13 00:00:00+00",5,1,1,47.429596,2020
21541,2020,"CA","CDF","SLU","SODA","00007149","2020/06/10 00:00:00+00","2020/06/10 00:00:00+00",10,6,1,1653.1144,2020
21542,2020,"CA","CDF","SLU","AVILA","00007409","2020/06/15 00:00:00+00","2020/06/20 00:00:00+00",14,1,1,434.29105,2020
21543,2020,"CA","CDF","SLU","GAGE","00008112","2020/06/28 00:00:00+00","2020/06/28 00:00:00+00",2,1,1,33.055237,2020
21544,2020,"CA","CDF","SLU","LAKE","00008435","2020/07/04 00:00:00+00","2020/07/04 00:00:00+00",10,1,1,567.00629,2020
21545,2020,"CA","CDF","SLU","SODA","00008356","2020/07/03 00:00:00+00","2020/07/03 00:00:00+00",2,1,1,152.58662,2020
21546,2020,"CA","CDF","SLU","RIATA","00007469","2020/06/16 00:00:00+00","2020/06/16 00:00:00+00",2,1,1,15.232535,2020
21547,2020,"CA","CDF","SLU","BERRY","00009850","2020/08/01 00:00:00+00","2020/08/01 00:00:00+00",2,1,1,24.214361,2020
21548,2020,"CA","CDF","SLU","BRANCH","00009669","2020/07/28 00:00:00+00","2020/08/03 00:00:00+00",10,7,1,2922.2039,2020
21549,2020,"CA","CDF","SLU","II-2","00010562","2020/08/15 00:00:00+00","2020/08/15 00:00:00+00",1,1,1,64.875885,2020
21550,2020,"CA","CDF","SLU","CARRIZO","00010369","2020/08/12 00:00:00+00","2020/08/12 00:00:00+00",10,1,1,184.91742,2020
21551,2020,"CA","CDF","SLU","TOPAZ","00007269","2020/06/12 00:00:00+00","2020/06/12 00:00:00+00",2,1,1,157.11494,2020
21552,2020,"CA","CDF","SLU","POND","00009866","2020/08/01 00:00:00+00","2020/08/09 00:00:00+00",7,1,1,1962.3289,2020
21553,2020,"CA","CDF","SLU","HUTTON","00016175","2020/12/07 00:00:00+00","2020/12/07 00:00:00+00",14,1,1,22.70941,2020
21554,2020,"CA","CDF","SLU","CRESTA BLANCA","00007158","2020/06/10 00:00:00+00","2020/06/10 00:00:00+00",10,1,1,18.424768,2020
21555,2020,"CA","CDF","SLU","JUAN","00008489","2020/07/05 00:00:00+00","2020/07/05 00:00:00+00",11,6,1,33.282143,2020
21556,2020,"CA","CDF","SLU","PASS","00010018","2020/08/04 00:00:00+00","2020/08/05 00:00:00+00",10,1,1,323.17609,2020
21557,2020,"CA","CDF","SLU","III_2","00010544","2020/08/15 00:00:00+00","2020/08/15 00:00:00+00",1,1,1,20.434998,2020
21558,2020,"CA","CDF","SLU","WHALE","00010533","2020/08/15 00:00:00+00","2020/08/18 00:00:00+00",1,1,1,322.33667,2020
21559,2020,"CA","CDF","SLU","PLACER","00110780","2020/08/25 00:00:00+00","2020/08/25 00:00:00+00",2,1,1,53.15897,2020
21560,2020,"CA","CDF","SHU","ZOGG","00009978","2020/09/27 00:00:00+00","2020/10/13 00:00:00+00",14,3,1,56338.051,2020
21561,2020,"CA","CDF","SHU","POINT","00011061","2020/10/25 00:00:00+00","2020/10/27 00:00:00+00",9,1,1,276.65826,2020
21562,2020,"CA","CDF","TUU","GRADE","00000298","2020/06/22 00:00:00+00","2020/06/25 00:00:00+00",7,1,1,1050.2405,2020
21563,2020,"CA","CDF","TUU","FORKS","00000285","2020/06/18 00:00:00+00","2020/06/21 00:00:00+00",15,1,1,117.23483,2020
21564,2020,"CA","CDF","TUU","SPRINGS","00000289","2020/06/19 00:00:00+00","2020/06/22 00:00:00+00",10,1,1,223.88686,2020
21565,2020,"CA","CDF","BDU","PITZER","00010332","2020/07/17 00:00:00+00","2020/07/18 00:00:00+00",9,1,1,118.78046,2020
21566,2020,"CA","CDF","BDU","MENTONE","00014847","2020/10/12 00:00:00+00","2020/10/13 00:00:00+00",10,6,1,47.27253,2020
21567,2020,"CA","CDF","SHU","INWOOD","00007560","2020/07/31 00:00:00+00","2020/07/31 00:00:00+00",11,1,1,10.819821,2020
21568,2020,"CA","CDF","SHU","DERSCH","00011068","2020/10/25 00:00:00+00","2021/01/25 00:00:00+00",7,1,1,133.29955,2020
21569,2020,"CA","CDF","AEU","GRANT FIRE","00016543","2020/06/12 00:00:00+00","2020/06/12 00:00:00+00",2,1,1,5062.1978,2020
21570,2020,"CA","CDF","AEU","CRONAN FIRE","00016219","2020/06/09 00:00:00+00","2020/06/09 00:00:00+00",2,1,1,28.271208,2020
21571,2020,"CA","CDF","SHU","RIDGE","00009476","2020/09/14 00:00:00+00","2021/01/14 00:00:00+00",10,1,1,17.105452,2020
21572,2020,"CA","CDF","AEU","CLAY FIRE","00022430","2020/07/29 00:00:00+00","2020/07/29 00:00:00+00",3,1,1,740.1123,2020
21573,2020,"CA","CDF","AEU","MEISS FIRE","00024350","2020/08/13 00:00:00+00","2020/08/13 00:00:00+00",9,1,1,509.14716,2020
21574,2020,"CA","CDF","FKU","DEN","00006845","2020/05/23 00:00:00+00","2020/05/23 00:00:00+00",11,1,1,42.875164,2020
21575,2020,"CA","CDF","FKU","FRONTIER","00008754","2020/06/23 00:00:00+00","2020/06/23 00:00:00+00",7,1,1,21.708698,2020
21576,2020,"CA","CDF","FKU","GATOS","00005504","2020/04/26 00:00:00+00","2020/04/26 00:00:00+00",2,1,1,31.958984,2020
21577,2020,"CA","CDF","FKU","HILLS","00011121","2020/07/28 00:00:00+00","2020/07/28 00:00:00+00",9,1,1,44.138958,2020
21578,2020,"CA","CDF","FKU","HILLS","00012279","2020/08/15 00:00:00+00","2020/09/27 00:00:00+00",1,2,1,2120.9802,2020
21579,2020,"CA","CDF","FKU","KINGS","00009658","2020/07/05 00:00:00+00","2020/07/05 00:00:00+00",2,1,1,65.946091,2020
21580,2020,"CA","CDF","FKU","MINERAL","00010219","2020/07/13 00:00:00+00","2020/07/26 00:00:00+00",14,2,1,29666.955,2020
21581,2020,"CA","CDF","FKU","SUTTER","00006911","2020/05/24 00:00:00+00","2020/05/24 00:00:00+00",11,1,1,26.958984,2020
21582,2020,"CA","CDF","FKU","SYCAMORE","00008701","2020/06/23 00:00:00+00","2020/06/25 00:00:00+00",7,1,1,26.592453,2020
21583,2020,"CA","CDF","FKU","THERMAL","00013123","2020/08/30 00:00:00+00","2020/08/30 00:00:00+00",11,1,1,11.4255,2020
21584,2020,"CA","CDF","FKU","TODD","00010991","2020/07/26 00:00:00+00","2020/07/26 00:00:00+00",2,1,1,13.096781,2020
21585,2020,"CA","CDF","FKU","TAR","00012129","2020/08/13 00:00:00+00","2020/08/18 00:00:00+00",1,1,1,20.488293,2020
21586,2020,"CA","CDF","AEU","MURPHY FIRE","00024956","2020/08/17 00:00:00+00","2020/08/17 00:00:00+00",11,1,1,13.251124,2020
21587,2020,"CA","CDF","AEU","COPPER FIRE","00029600","2020/09/30 00:00:00+00","2020/09/30 00:00:00+00",3,1,1,46.583408,2020
21588,2020,"CA","CDF","AEU","CAMERON FIRE","00031579","2020/10/18 00:00:00+00","2020/10/18 00:00:00+00",10,1,1,14.426042,2020
21589,2020,"CA","CDF","AEU","LIBERTY FIRE","00017224","2020/06/17 00:00:00+00","2020/06/17 00:00:00+00",5,1,1,88.692551,2020
21590,2020,"CA","CDF","AEU","LAMBERT FIRE","00030112","2020/10/04 00:00:00+00","2020/10/04 00:00:00+00",9,1,1,21.816267,2020
21591,2020,"CA","CDF","BEU","CROSS","00004975","2020/10/07 00:00:00+00","2020/10/07 00:00:00+00",2,1,1,24.49597,2020
21592,2020,"CA","CDF","BEU","BROWN","00004730","2020/09/22 00:00:00+00","2020/09/23 00:00:00+00",11,1,1,18.353296,2020
21593,2020,"CA","CDF","BEU","BOOMER","00003228","2020/07/04 00:00:00+00","2020/07/05 00:00:00+00",14,1,1,10.929889,2020
21594,2020,"CA","CDF","BEU","BRADLEY","00002699","2020/06/08 00:00:00+00","2020/06/09 00:00:00+00",2,1,1,230.35477,2020
21595,2020,"CA","CDF","BEU","CARMEL","00004081","2020/08/18 00:00:00+00","2020/09/06 00:00:00+00",10,7,1,6996.9443,2020
21596,2020,"CA","CDF","BEU","COPPERHEAD","00005318","2020/10/26 00:00:00+00","2020/10/26 00:00:00+00",2,1,1,22.668116,2020
21597,2020,"CA","CDF","BEU","CIRCLE","00004978","2020/10/07 00:00:00+00","2020/10/08 00:00:00+00",8,1,1,32.202072,2020
21598,2020,"CA","CDF","BEU","COYOTE","00003441","2020/07/15 00:00:00+00","2020/07/18 00:00:00+00",14,1,1,1485.0753,2020
21599,2020,"CA","CDF","BEU","FRUDDEN","00002608","2020/06/03 00:00:00+00","2020/06/04 00:00:00+00",14,1,1,43.211426,2020
21600,2020,"CA","CDF","BEU","JOHNSON","00003810","2020/08/04 00:00:00+00","2020/08/05 00:00:00+00",14,1,1,39.919762,2020
21601,2020,"CA","CDF","BEU","JULIUS","00002280","2020/05/17 00:00:00+00","2020/05/17 00:00:00+00",11,1,1,21.768515,2020
21602,2020,"CA","CDF","BEU","METZ","00002404","2020/05/24 00:00:00+00","2020/05/24 00:00:00+00",2,1,1,33.091808,2020
21603,2020,"CA","CDF","BEU","RICO","00002986","2020/06/22 00:00:00+00","2020/06/23 00:00:00+00",11,1,1,338.13959,2020
21604,2020,"CA","CDF","BEU","RIVER","00004024","2020/08/16 00:00:00+00","2020/09/04 00:00:00+00",1,7,1,50213.816,2020
21605,2020,"CA","CDF","BEU","VISTA","00002966","2020/06/21 00:00:00+00","2020/06/22 00:00:00+00",11,1,1,27.802195,2020
21606,2020,"CA","CDF","BEU","STAGE","00002963","2020/06/21 00:00:00+00","2020/06/22 00:00:00+00",7,1,1,51.160126,2020
21607,2020,"CA","CDF","BEU","BITTERWATER","00002677","2020/06/07 00:00:00+00","2020/06/08 00:00:00+00",11,1,1,210.54364,2020
21608,2020,"CA","CDF","BEU","BITTER","00002847","2020/06/16 00:00:00+00","2020/06/20 00:00:00+00",10,1,1,895.40442,2020
21609,2020,"CA","CDF","BEU","HUNTER","00002957","2020/06/21 00:00:00+00","2020/06/25 00:00:00+00",4,1,1,194.55795,2020
21610,2020,"CA","CCO","VNC","HOLSER","00066767","2020/08/17 00:00:00+00","2020/08/22 00:00:00+00",14,7,1,2188.6335,2020
21611,2020,"CA","CCO","VNC","LIME","00045754","2020/06/10 00:00:00+00","2020/06/17 00:00:00+00",14,7,1,802.55371,2020
21612,2020,"CA","CCO","VNC","ELIZABETH","00045530","2020/06/10 00:00:00+00","2020/06/13 00:00:00+00",14,6,1,298.95969,2020
21613,2020,"CA","CCO","VNC","PERKIN","00102739","2020/12/08 00:00:00+00","2020/12/11 00:00:00+00",14,7,1,39.826454,2020
21614,2020,"CA","CCO","VNC","MEDIO","00070334","2020/08/28 00:00:00+00","2020/08/28 00:00:00+00",14,7,1,16.060997,2020
21616,2020,"CA","CDF","SCU","SCU COMPLEX","00005740","2020/08/16 00:00:00+00","2020/09/11 00:00:00+00",1,2,1,396824.47,2020
21617,2020,"CA","CDF","SCU","PARK","00004669","2020/07/04 00:00:00+00","2020/07/10 00:00:00+00",2,2,1,342.52133,2020
21618,2020,"CA","CDF","SCU","CREWS","00004686","2020/07/05 00:00:00+00","2020/07/15 00:00:00+00",8,2,1,5513.1914,2020
21619,2020,"CA","CDF","MVU","VOLCANO","00012575","2020/08/20 00:00:00+00","2020/08/22 00:00:00+00",9,1,1,46.388607,2020
21620,2020,"CA","CDF","MVU","BORDER 7","00008316","2020/06/11 00:00:00+00","2020/06/13 00:00:00+00",14,1,1,70.651421,2020
21621,2020,"CA","CDF","MVU","SKYLINE 3","00008307","2020/06/11 00:00:00+00","2020/06/14 00:00:00+00",14,1,1,79.95433,2020
21622,2020,"CA","CDF","MVU","WILLOWS","00019271","2020/12/02 00:00:00+00","2020/12/03 00:00:00+00",14,1,1,58.151138,2020
21623,2020,"CA","CDF","MVU","BORDER 11","00011169","2020/07/28 00:00:00+00","2020/07/30 00:00:00+00",14,1,1,59.769276,2020
21624,2020,"CA","CDF","RRU","AIRPORT","00154602","2020/12/01 00:00:00+00","2020/12/13 00:00:00+00",14,2,1,1085.7001,2020
21626,2020,"CA","CDF","RRU","CASINO","00088099","2020/07/13 00:00:00+00","2020/07/13 00:00:00+00",7,7,1,91.579002,2020
21627,2020,"CA","CDF","RRU","INDIAN","00079585","2020/06/30 00:00:00+00","2020/06/30 00:00:00+00",14,1,1,59.731518,2020
21628,2020,"CA","CDF","RRU","SANDERSON","00160421","2020/12/13 00:00:00+00","2020/12/14 00:00:00+00",4,7,1,1954.6515,2020
21629,2020,"CA","CDF","RRU","SIERRA","00071265","2020/06/08 00:00:00+00","2020/06/08 00:00:00+00",8,1,1,39.050262,2020
21630,2020,"CA","CDF","RRU","SKYLINE","00102838","2020/08/03 00:00:00+00","2020/08/16 00:00:00+00",14,1,1,47.932137,2020
21632,2020,"CA","CDF","RRU","WATER","00097597","2020/08/02 00:00:00+00","2020/08/02 00:00:00+00",14,7,1,36.020378,2020
21633,2020,"CA","CCO","LAC","EQUESTRIAN","00167541","2020/06/08 00:00:00+00","2020/06/09 00:00:00+00",11,1,1,83.618767,2020
21635,2020,"CA","CCO","LAC","SOLEDAD","00197926","2020/07/05 00:00:00+00","2020/07/07 00:00:00+00",9,1,1,1525.5355,2020
21636,2020,"CA","CCO","LAC","RIDGE","00222638","2020/07/27 00:00:00+00","2020/07/28 00:00:00+00",14,7,1,320.83929,2020
